"No.","Rank","Distributor","Market Share","Total Gross","Movies Tracked","# Movies","Year"
"48","48","Rialto","0.0%","$1.3","4","3","2004"
"49","49","Innovation Film Group","0.0%","$1.3","8","7","2004"
"50","50","Arenas Entertainment","0.0%","$1.1","2","2","2004"
"51","51","Zee TV","0.0%","$1.0","2","2","2004"
"52","52","TLA Releasing","0.0%","$998k","7","6","2004"
"53","53","Cinema Libre","0.0%","$936k","4","4","2004"
"54","54","Kino","0.0%","$915k","10","8","2004"
"55","55","Empire","0.0%","$856k","8","5","2004"
"56","56","Regent Releasing","0.0%","$820k","8","8","2004"
"57","57","Strand","0.0%","$725k","22","15","2004"
"58","58","Rainbow Releasing","0.0%","$654k","2","1","2004"
"59","59","Mormon Movies","0.0%","$556k","1","0","2004"
"60","60","P &amp; A Releasing","0.0%","$527k","1","1","2004"
"61","61","Palm","0.0%","$506k","16","12","2004"
"62","62","First Run","0.0%","$477k","17","11","2004"
"63","63","Vitagraph","0.0%","$447k","6","5","2004"
"64","64","Net Effect","0.0%","$425k","2","2","2004"
"65","65","Artistic License","0.0%","$406k","5","3","2004"
"66","66","Shadow Dist.","0.0%","$396k","4","0","2004"
"67","67","Indican","0.0%","$376k","8","5","2004"
"68","68","MAC Releasing","0.0%","$352k","2","2","2004"
"69","69","Dada Films","0.0%","$348k","2","2","2004"
"70","70","Seville","0.0%","$336k","2","2","2004"
"71","71","First Look","0.0%","$305k","4","3","2004"
"72","72","Cinema Service","0.0%","$298k","1","1","2004"
"73","73","Slugger Pictures","0.0%","$295k","1","1","2004"
"74","74","Emerging Pictures","0.0%","$275k","2","2","2004"
"75","75","Shakey","0.0%","$256k","1","1","2004"
"76","76","Tartan","0.0%","$248k","4","4","2004"
"77","77","Menemsha","0.0%","$237k","1","0","2004"
"78","78","Wild Rose","0.0%","$235k","1","1","2004"
"79","79","Unico Entertainment","0.0%","$201k","1","1","2004"
"80","80","RBC Radio","0.0%","$193k","1","1","2004"
"81","81","Lantern Lane","0.0%","$185k","2","2","2004"
"82","82","Koch Lorber Films","0.0%","$166k","1","1","2004"
"83","83","Cinema Guild","0.0%","$161k","3","3","2004"
"84","84","Gatekeeper","0.0%","$147k","1","0","2004"
"85","85","Unitel Pictures","0.0%","$133k","1","1","2004"
"86","86","Pak Films / Shotwell Media","0.0%","$131k","1","1","2004"
"87","87","7th Art","0.0%","$111k","1","1","2004"
"88","88","Non-Fiction Films","0.0%","$111k","1","1","2004"
"89","89","Slowhand Cinema","0.0%","$109k","1","1","2004"
"90","90","Panorama","0.0%","$106k","3","2","2004"
"91","91","Rainbow Films","0.0%","$98.3k","1","1","2004"
"92","92","Northern Arts","0.0%","$95.2k","2","2","2004"
"93","93","Citizens United","0.0%","$93.0k","1","1","2004"
"94","94","Wolfe Releasing","0.0%","$84.6k","3","3","2004"
"95","95","Picture This!","0.0%","$84.6k","3","3","2004"
"96","96","Norador Productions","0.0%","$82.9k","1","1","2004"
"97","97","Painted Zebra Releasing","0.0%","$81.3k","1","1","2004"
"98","98","K Film","0.0%","$80.0k","1","1","2004"
"99","99","Sister Films","0.0%","$79.8k","1","0","2004"
"100","100","Cristal","0.0%","$78.7k","1","1","2004"
"101","101","Every Tribe","0.0%","$67.4k","1","1","2004"
"102","102","Castle Hill","0.0%","$66.3k","3","2","2004"
"103","103","Abramorama","0.0%","$65.5k","2","2","2004"
"104","104","Mela Films","0.0%","$64.9k","1","1","2004"
"105","105","Icarus Films","0.0%","$63.4k","3","3","2004"
"106","106","Animation Show","0.0%","$62.2k","1","0","2004"
"107","107","Pathfinder","0.0%","$58.2k","1","1","2004"
"108","108","Artmattan Prods.","0.0%","$55.4k","4","3","2004"
"109","109","ISA Releasing","0.0%","$44.3k","1","1","2004"
"110","110","Jujitsu Films","0.0%","$39.9k","1","1","2004"
"111","111","Echelon Ent.","0.0%","$37.6k","3","3","2004"
"112","112","Avatar","0.0%","$35.5k","3","3","2004"
"113","113","Small Planet","0.0%","$31.0k","2","2","2004"
"114","114","Zion","0.0%","$29.8k","2","2","2004"
"115","115","Screen Media","0.0%","$28.3k","3","3","2004"
"116","116","Organic Pictures","0.0%","$27.2k","2","2","2004"
"117","117","Artrution","0.0%","$25.3k","1","1","2004"
"118","118","RKO","0.0%","$25.0k","1","1","2004"
"119","119","Magic Lamp","0.0%","$21.6k","1","1","2004"
"120","120","Sag Harbor Basement","0.0%","$20.4k","1","1","2004"
"121","121","Spit N' Glue","0.0%","$19.4k","1","0","2004"
"122","122","Small Island","0.0%","$16.7k","1","0","2004"
"123","123","Slamdance on the Road","0.0%","$16.3k","1","1","2004"
"124","124","Palo Alto Pictures","0.0%","$15.7k","1","1","2004"
"125","125","Hannover House","0.0%","$15.2k","1","1","2004"
"126","126","Illuminare Entertainment","0.0%","$14.2k","1","1","2004"
"127","127","Cinema Four","0.0%","$13.9k","3","3","2004"
"128","128","Film Movement","0.0%","$13.0k","1","1","2004"
"129","129","Big Ain't Bad Prods.","0.0%","$12.3k","1","1","2004"
"130","130","Prime Media Pictures","0.0%","$12.1k","1","1","2004"
"131","131","Rogue Arts","0.0%","$11.6k","1","1","2004"
"132","132","Random Productions","0.0%","$10.4k","1","1","2004"
"133","133","Lifesize","0.0%","$10.3k","1","1","2004"
"134","134","Atopia","0.0%","$9.1k","1","1","2004"
"135","135","CAVU","0.0%","$8.4k","1","0","2004"
"136","136","Cafe Entertainment Studio","0.0%","$7.6k","1","1","2004"
"137","137","Films Philos","0.0%","$7.0k","1","0","2004"
"138","138","Burton/Floyd","0.0%","$6.9k","1","1","2004"
"139","139","Sundance Film Series","0.0%","$6.6k","1","1","2004"
"140","140","Roxie","0.0%","$4.7k","1","0","2004"
"141","141","Leisure Time","0.0%","$3.9k","2","2","2004"
"142","142","Milestone","0.0%","$3.7k","1","1","2004"
"143","143","Plexifilm","0.0%","$3.6k","1","1","2004"
"144","144","Facets","0.0%","$2.8k","1","1","2004"
"145","145","Watch Releasing","0.0%","$2.6k","1","1","2004"
"146","146","RMH Media","0.0%","$2.5k","1","1","2004"
"147","147","Tag Entertainment","0.0%","$2.5k","1","1","2004"
"148","148","Five Sisters","0.0%","$2.4k","1","0","2004"
"149","149","Arab Film Dist.","0.0%","$1.7k","1","1","2004"
"150","150","Visionbox","0.0%","$1.6k","1","1","2004"
"151","151","Kathi Arts","0.0%","$1.4k","1","1","2004"
"152","152","Maxmedia/Endgame Pictures","0.0%","$0.9k","1","1","2004"
"153","153","Manhattan","0.0%","$0.0k","1","0","2004"
